,SK_ID_CURR
149684,273538
145665,268896
65883,176395
281327,425912
13588,115835
219173,353901
244226,382683
55992,164881
46649,154034
61474,171294
295160,441949
229871,366250
295254,442068
174074,301727
126244,246402
268527,411182
219492,354277
182742,311809
18282,121327
180554,309252
146257,269578
295933,442860
221360,356422
20693,124122
10917,112710
72628,184216
84067,197515
193203,324046
92150,207001
186809,316569
265422,407414
304205,452456
130142,250945
281855,426487
293019,439461
148381,272047
32758,137966
299303,446741
124945,244899
159030,284364
95343,210693
302955,450998
129006,249634
230174,366603
118239,237110
245617,384253
267749,410218
81747,194794
127917,248359
254864,394913
237403,374984
170574,297689
197398,328867
276836,420811
268831,411539
9805,111411
153759,278206
265032,406907
131741,252794
62579,172581
200237,332125
64252,174504
171374,298615
64069,174292
160935,286563
194425,325450
182272,311259
253260,393059
46002,153302
266065,408214
296674,443721
158450,283689
179868,308439
166330,292830
108984,226403
110247,227875
135277,256900
210173,343563
268480,411132
265861,407974
171461,298715
274505,418173
296655,443702
101724,218104
267797,410278
151450,275555
113240,231335
125317,245330
187123,316926
40010,146346
270635,413704
193275,324129
167956,294693
241758,379918
228916,365152
203142,335508
226102,361881
282056,426695
70387,181654
18426,121495
278052,422180
12970,115118
209566,342888
224128,359594
258278,398890
129217,249881
214212,348227
259319,400109
179109,307552
190867,321315
136133,257904
159282,284656
231025,367591
135983,257730
258317,398933
18131,121147
244573,383073
258764,399457
71779,183235
184299,313616
272130,415470
73142,184800
201566,333655
58291,167574
149466,273290
255394,395519
289418,435301
260125,401026
109075,226504
306163,454728
174211,301887
176987,305095
62495,172471
35062,140620
164257,290414
70961,182299
185982,315600
245302,383896
125681,245742
2734,103190
50409,158370
257618,398120
213484,347380
96587,212129
209124,342385
278703,422883
162059,287882
304260,452515
174528,302254
235517,372801
98571,214449
303803,451990
246047,384739
62663,172681
146142,269447
301485,449278
263880,405539
240457,378487
173569,301142
44767,151855
90755,205376
11726,113668
289599,435511
221911,357067
110208,227830
291234,437386
164687,290899
108630,225998
162268,288122
225489,361182
288677,434431
114563,232844
116867,235526
170311,297392
50493,158466
265573,407590
284375,429333
171948,299274
257427,397898
245902,384582
223751,359157
72993,184637
126985,247259
119663,238763
272106,415444
234774,371959
81753,194800
186122,315771
131733,252786
235082,372303
54129,162709
118145,237000
108012,225305
177571,305775
257230,397670
91412,206156
29336,134069
234752,371934
10575,112319
157058,282047
23563,127421
297972,445217
265687,407744
95376,210737
160591,286164
35269,140856
68492,179436
286043,431283
54155,162738
302346,450288
289895,435847
281578,426201
276703,420671
227275,363257
295992,442931
29616,134386
304422,452697
100676,216889
53665,162169
81105,194035
261824,403080
140819,263275
96450,211969
183355,312522
142335,265035
284258,429197
191033,321504
260764,401772
188878,318973
266015,408156
292204,438504
302083,449979
199799,331625
153331,277728
60607,170273
118238,237109
23844,127741
181408,310256
117486,236231
1445,101699
52910,161281
300845,448537
204847,337472
162921,288871
81311,194277
46058,153363
223130,358443
294388,441057
46941,154371
214295,348323
161638,287388
51975,160197
161772,287539
13600,115849
277113,421133
110439,228110
122242,241731
180911,309657
6321,107376
113001,231062
122313,241811
39849,146154
99312,215303
114553,232833
106463,223512
123865,243640
9108,110588
122694,242252
274898,418625
282581,427315
4841,105661
154095,278591
45604,152814
35844,141520
270432,413429
212474,346228
104099,220815
94312,209509
179419,307906
145902,269170
130441,251292
215805,350058
197202,328646
52408,160692
222880,358157
20610,124031
145498,268706
193920,324869
77463,189815
282392,427052
47911,155490
170678,297806
110126,227724
48095,155699
156467,281369
98213,214031
205231,337903
39930,146254
154711,279330
245755,384398
212661,346447
59912,169459
235797,373125
130426,251275
96028,211486
144277,267288
33129,138388
98397,214239
247097,385939
282051,426689
249190,388333
124592,244493
136548,258379
168392,295192
139695,261979
78250,190720
224265,359757
58039,167279
129252,249924
228903,365138
71695,183143
11336,113204
142088,264747
120562,239787
207069,340014
306502,455110
218064,352642
217773,352318
183878,313127
210800,344284
263160,404719
163783,289862
69259,180326
118085,236930
233189,370095
5185,106067
275548,419326
131486,252497
125814,245895
139644,261916
241785,379946
156405,281294
139546,261796
116440,235029
73381,185085
86919,200882
88021,202185
194229,325215
94945,210250
141146,263649
67273,178019
110470,228147
33793,139150
205726,338462
187001,316788
57537,166677
124375,244234
138335,260412
276171,420030
273650,417173
203424,335832
227421,363430
66134,176698
103600,220243
105122,221983
173707,301310
176011,303956
168854,295716
102624,219130
192574,323314
301985,449861
213963,347942
148461,272136
249545,388734
45425,152611
186603,316335
156506,281411
81025,193940
252423,392077
178715,307098
258853,399561
282319,426967
164316,290480
87548,201614
251848,391409
252171,391781
299138,446547
195169,326315
260328,401268
188548,318598
292354,438682
106061,223055
268708,411395
97654,213389
266623,408883
149205,272984
57058,166133
67475,178247
279286,423528
26367,130659
11109,112941
190446,320815
262088,403374
139981,262317
239605,377465
264514,406335
15642,118249
92224,207090
88901,203220
51241,159336
59841,169374
123058,242695
199434,331211
139445,261681
6581,107675
252571,392249
301881,449734
247501,386405
307483,456227
185091,314553
162068,287893
215199,349361
161838,287613
8579,109989
161281,286969
295639,442519
145390,268588
15011,117530
42308,148973
181967,310917
175003,302796
204756,337368
154799,279432
242773,381024
214116,348113
69102,180146
284243,429180
281517,426138
36212,141932
96399,211913
20455,123859
211678,345298
74132,185964
302977,451020
230120,366543
146491,269853
87308,201328
211244,344796
186003,315625
157407,282460
90554,205132
302939,450979
255996,396220
5475,106408
72825,184447
302641,450631
297242,444371
291633,437854
108843,226237
107008,224150
155916,280733
111511,229382
119762,238878
6945,108090
86063,199872
48591,156272
81716,194761
74529,186425
57067,166145
235324,372578
83777,197164
14568,116998
200987,332981
281462,426081
151146,275198
231097,367670
5377,106290
99952,216040
5851,106847
239304,377148
182289,311280
288981,434785
249702,388920
108274,225600
14258,116630
268655,411336
60523,170176
274612,418284
267008,409355
174301,301992
139796,262105
303732,451906
51853,160049
277529,421572
233813,370826
289389,435269
110232,227859
91825,206628
142902,265688
169747,296730
231068,367639
128008,248474
143518,266416
135001,256578
26177,130443
272671,416097
150187,274105
149339,273143
164997,291270
232158,368901
171390,298635
12572,114657
93941,209085
91080,205764
272314,415704
27002,131384
214543,348607
157544,282612
31596,136648
193509,324399
35931,141622
301703,449526
38227,144269
116355,234928
98054,213845
53111,161510
272515,415937
107795,225059
277108,421128
53874,162422
85317,198986
177753,305986
33590,138910
275262,419001
125572,245619
306057,454599
66722,177368
202043,334204
135659,257345
70524,181817
164630,290836
192424,323131
131461,252470
19543,122788
16593,119357
264864,406713
107650,224887
172444,299823
207579,340603
247483,386386
247271,386120
191334,321850
32919,138153
265722,407801
271816,415147
96842,212420
299306,446747
210856,344353
279042,423278
114152,232385
231044,367611
156695,281621
250993,390424
303654,451818
9765,111369
265396,407384
289152,434983
52869,161232
12663,114761
304005,452222
275798,419585
32103,137226
50454,158419
293663,440223
204691,337297
270295,413265
89426,203826
145867,269131
109504,226996
173359,300896
154964,279625
256818,397201
48094,155698
37996,144007
782,100896
115052,233410
294977,441736
223554,358931
298156,445422
47455,154953
49795,157646
97220,212863
67609,178403
89,100104
224953,360563
8856,110298
54499,163144
255669,395842
228978,365223
51461,159589
150087,273989
296033,442977
30813,135768
42541,149238
125690,245754
154344,278884
50027,157908
269337,412133
280878,425393
213090,346939
183736,312962
243373,381739
52901,161272
204310,336860
102677,219190
140140,262498
198391,330023
216328,350658
213285,347156
171071,298260
292627,438999
583,100669
77187,189500
306445,455045
265205,407139
266974,409320
29493,134248
99220,215200
303016,451064
69070,180108
179783,308343
94882,210177
76421,188617
145732,268974
228319,364464
3267,103811
294226,440863
157815,282925
275656,419435
32246,137388
211474,345059
141089,263581
222378,357600
67370,178128
232108,368846
165046,291328
306873,455542
13351,115564
260738,401742
217998,352573
202827,335123
104487,221259
198419,330054
238262,375919
185912,315521
106087,223090
61961,171861
103181,219761
98938,214879
251219,390683
228295,364437
222208,357408
149073,272837
233816,370830
117666,236440
102012,218432
8576,109983
8609,110024
72041,183552
191331,321846
75120,187122
209767,343103
228796,365012
297236,444362
4669,105460
202106,334278
55406,164203
210512,343941
245928,384608
221263,356312
32775,137984
958,101108
39524,145762
3477,104060
67170,177900
301962,449835
208421,341580
253301,393103
182517,311539
230658,367171
138207,260277
100076,216178
174853,302629
231261,367866
275393,419144
243661,382063
264917,406770
245747,384389
72415,183977
277738,421785
51927,160137
74610,186523
139004,261179
190805,321244
72635,184223
72898,184534
85911,199689
256990,397392
206692,339572
301768,449609
180482,309163
206239,339051
8680,110104
301284,449043
211431,345009
167691,294390
255531,395679
16261,118967
141840,264463
243225,381578
79888,192606
99631,215671
138200,260270
205647,338375
43483,150340
272330,415726
76349,188532
183603,312808
5170,106049
142442,265158
165895,292312
54645,163317
236759,374235
292101,438390
222346,357564
148266,271908
191111,321592
227580,363608
236136,373511
38261,144306
182075,311038
9999,111633
95259,210598
146668,270054
114047,232264
302134,450034
4900,105728
178886,307298
116468,235064
119567,238654
25547,129714
287920,433538
164724,290942
204815,337436
152214,276424
1784,102086
91349,206088
286747,432119
112495,230500
225587,361294
235437,372709
180950,309699
219605,354412
83881,197283
270860,413994
126606,246829
122092,241555
75083,187081
59413,168870
105382,222279
215903,350167
88665,202946
281002,425574
90096,204597
197321,328781
176522,304555
291849,438107
60803,170509
189198,319353
66792,177453
50412,158373
180649,309359
123408,243113
148811,272534
295512,442371
196507,327850
80525,193350
27660,132157
301281,449039
187796,317705
14879,117367
289110,434932
152173,276379
73903,185712
172924,300390
44997,152126
126722,246966
243686,382091
238639,376403
174820,302593
101301,217609
265443,407436
167934,294664
172828,300278
96722,212280
204024,336533
90660,205267
15224,117776
296235,443203
34533,140016
270067,412992
304561,452858
86811,200759
237791,375425
164142,290287
165815,292214
272152,415507
284610,429618
106942,224072
265564,407579
263318,404883
173741,301351
153112,277472
289368,435242
111847,229759
264783,406624
113508,231640
293121,439584
29344,134077
61460,171278
207211,340174
66651,177291
187180,316992
198082,329660
271866,415198
171611,298894
216797,351197
211618,345232
70824,182149
305137,453528
111290,229127
304402,452674
112117,230069
126849,247111
198338,329961
51659,159820
173397,300939
103382,219990
55017,163749
71038,182393
160065,285556
150010,273903
259516,400330
301424,449206
880,101011
188545,318595
190439,320808
40874,147333
279019,423255
274531,418199
213763,347697
250368,389695
240353,378381
79138,191736
257430,397902
86211,200050
215727,349958
157573,282644
30643,135565
238261,375918
260291,401227
150792,274792
255303,395410
210185,343575
20437,123836
10173,111844
230083,366498
255573,395728
226820,362733
143739,266669
48080,155682
303431,451553
116951,235616
208955,342184
108059,225355
68140,179017
115386,233808
154615,279215
206416,339254
222170,357363
82093,195202
83432,196771
128043,248516
226488,362344
67782,178607
105747,222703
93438,208507
137637,259626
238705,376473
142642,265398
139288,261509
277721,421767
230698,367214
123948,243736
52095,160331
289797,435736
193291,324147
228245,364373
80731,193601
100954,217215
266894,409224
305844,454354
119214,238235
85176,198823
232069,368803
226909,362836
270365,413347
265524,407533
94383,209587
210919,344432
301445,449235
85373,199056
25004,129081
97740,213488
234874,372068
54954,163674
136781,258644
304058,452284
301541,449340
248205,387172
276931,420950
105364,222260
181876,310814
84350,197855
215358,349537
20006,123336
57549,166693
129164,249822
261339,402483
116419,235006
73617,185372
92608,207537
307160,455862
274338,417973
211214,344758
233766,370773
140483,262901
9616,111184
167279,293914
88935,203258
33538,138849
34543,140029
260712,401711
199531,331320
77751,190142
94503,209731
165239,291551
12099,114111
57031,166101
67902,178742
226511,362372
265908,408029
148984,272733
262613,404053
380,100437
150362,274308
15297,117861
154052,278544
23155,126941
184638,314019
24802,128842
295517,442377
276507,420433
113085,231158
29611,134381
251298,390775
299045,446432
69388,180481
46797,154204
119417,238482
73470,185193
233920,370959
184595,313964
171040,298228
216546,350914
52425,160711
102288,218748
29016,133714
34438,139906
141954,264593
104694,221486
239876,377791
250046,389310
177153,305291
37315,143228
255731,395915
174326,302021
195900,327146
63493,173632
4030,104713
272917,416385
4276,105001
39313,145529
11359,113229
260434,401389
157542,282610
78707,191240
300800,448485
49056,156803
127678,248079
255358,395473
24768,128805
214591,348660
258880,399592
242214,380413
261809,403065
151147,275200
57616,166772
176444,304457
292850,439263
52610,160927
255995,396219
127708,248116
243419,381816
99258,215242
116451,235042
144899,268018
224723,360287
141871,264498
91341,206080
106059,223053
151190,275249
145253,268434
280133,424547
25185,129290
275468,419244
114855,233184
63795,173972
21268,124781
197968,329529
213385,347270
12876,115008
96552,212091
47224,154686
144254,267257
62009,171915
27503,131970
285796,431001
53173,161582
102426,218906
282476,427208
248811,387844
91173,205883
94739,210008
88505,202759
92147,206998
102718,219237
48984,156724
35226,140808
302354,450298
86929,200894
260264,401196
96133,211610
256242,396514
5455,106384
288508,434238
152920,277239
71756,183208
130489,251354
106613,223695
259609,400435
251017,390451
97630,213361
216881,351297
182453,311469
246401,385188
289384,435261
106667,223761
144204,267201
143513,266411
205592,338312
129018,249649
53397,161843
233089,369980
39262,145469
8602,110017
75361,187399
120874,240150
196577,327932
110856,228605
53187,161597
25934,130157
42920,149691
78065,190500
98413,214257
117630,236401
285302,430421
284709,429731
269242,412023
214109,348106
154000,278481
48224,155851
207337,340316
84430,197949
169467,296415
249824,389057
240102,378039
135353,256988
46033,153336
222723,357980
256555,396880
268948,411669
50992,159051
224741,360306
175368,303216
141476,264034
93969,209123
237896,375535
148127,271750
59887,169428
294182,440814
63125,173212
302966,451009
185731,315315
84437,197956
276839,420815
62521,172507
155992,280826
276103,419961
135673,257361
115120,233498
119406,238465
234713,371889
85566,199290
144312,267329
9845,111458
119083,238081
78690,191219
172960,300432
273401,416922
181174,309966
54118,162698
210794,344277
85128,198764
246195,384934
101633,218001
236348,373752
12764,114883
266073,408222
2571,103005
280234,424651
118178,237035
241422,379571
23910,127813
83284,196596
266795,409095
306325,454910
270716,413816
247660,386574
82931,196182
144806,267911
2974,103471
250413,389747
303176,451254
16359,119080
81107,194037
262076,403359
84166,197635
78295,190769
159526,284932
11262,113120
21242,124755
279391,423641
294543,441235
13882,116183
138314,260390
199605,331405
182691,311752
203657,336107
269694,412548
139218,261421
61173,170938
260718,401718
223500,358865
233563,370531
135425,257075
270889,414031
138382,260466
164765,290994
132923,254171
252410,392061
301331,449096
8365,109747
288377,434080
171331,298561
229023,365272
28553,133186
138775,260917
135924,257659
114870,233200
286012,431249
127724,248133
195362,326535
179778,308337
38991,145159
244120,382573
211001,344525
187297,317124
175419,303273
93893,209029
284771,429801
214349,348386
101051,217322
25817,130015
298655,445996
25544,129711
75897,188015
271504,414756
239487,377336
268234,410815
69316,180391
129061,249701
294892,441639
86982,200955
144955,268086
97061,212671
96610,212156
131976,253064
67644,178447
278713,422894
79286,191914
147598,271141
191612,322178
165502,291857
283781,428646
267248,409641
304455,452737
137460,259426
259983,400854
21227,124739
300522,448161
108117,225424
188892,318990
234354,371467
286467,431785
158192,283392
296477,443491
293632,440187
261840,403096
110596,228294
125816,245897
121014,240301
30925,135898
85488,199197
155812,280613
205090,337743
208393,341546
196457,327791
184689,314077
130914,251843
105151,222016
15768,118406
147958,271551
265897,408017
74506,186399
254878,394931
281048,425621
290710,436783
101926,218335
5,100008
58364,167657
255345,395458
137856,259877
20756,124191
269341,412137
229192,365459
74398,186280
303775,451959
217194,351653
23963,127869
230221,366660
55331,164108
101423,217750
203353,335749
245420,384031
17743,120688
48410,156062
61633,171478
240930,378970
118497,237412
293878,440474
16431,119163
153157,277526
51888,160090
191849,322459
239707,377570
229290,365573
96615,212161
225961,361725
297998,445243
149300,273097
255719,395902
157749,282851
65229,175647
83787,197176
98106,213905
293674,440234
251945,391521
35828,141499
221215,356259
264068,405786
202197,334392
51028,159090
181213,310015
162486,288371
293972,440581
140359,262760
203477,335898
169503,296456
255391,395514
246056,384748
3776,104413
269952,412866
251770,391317
105619,222553
272799,416226
136856,258733
266601,408858
5226,106115
102539,219032
268815,411522
20313,123701
170908,298067
222325,357538
129890,250656
59066,168465
155664,280445
229380,365678
67395,178155
275087,418821
113582,231722
115679,234145
298971,446350
226148,361931
72000,183500
81018,193933
159982,285454
112239,230207
168531,295351
49054,156801
124368,244225
81544,194555
188865,318960
202872,335174
155749,280541
63663,173829
167112,293726
91869,206678
106462,223511
189551,319773
26335,130626
301046,448769
121883,241309
122739,242305
51473,159603
97556,213273
220615,355574
247407,386274
149672,273526
196227,327525
137708,259702
18194,121222
34477,139950
223376,358721
163043,289021
185029,314483
97960,213740
41901,148516
97988,213769
78323,190798
178927,307342
118611,237549
158255,283462
275388,419134
141891,264519
97557,213274
233216,370126
170589,297706
218463,353102
163689,289750
49831,157685
266621,408881
88920,203239
23162,126948
29304,134032
236344,373747
251587,391106
21682,125257
85250,198910
136076,257836
233778,370786
72891,184524
73653,185409
5180,106061
13625,115882
211361,344930
259888,400747
240894,378932
303041,451092
158049,283214
61931,171831
170291,297365
285573,430744
76841,189106
130217,251036
67203,177936
102404,218881
239367,377214
86028,199825
161880,287663
201372,333419
68192,179075
64850,175199
279650,423980
69467,180567
120675,239916
47576,155109
94604,209849
118234,237105
255724,395907
147442,270952
106927,224054
150560,274540
211756,345388
30599,135513
61234,171013
307178,455881
234394,371513
153158,277527
221144,356181
56314,165256
204070,336587
22427,126100
190174,320503
289400,435281
148057,271672
59512,168985
277219,421240
69830,181006
142158,264829
46504,153869
125338,245353
118589,237522
218647,353313
5671,106635
234470,371609
297030,444129
68690,179671
118074,236919
263944,405611
231611,368270
294054,440671
96868,212452
227930,364012
99088,215046
132052,253152
167793,294499
39147,145334
299371,446824
4981,105830
57880,167086
81256,194216
129493,250196
14435,116841
95620,211010
76020,188160
30621,135542
31212,136217
280510,424982
147342,270834
299363,446814
80188,192961
97597,213326
115608,234065
228341,364491
100309,216447
111001,228773
243402,381799
51921,160131
81844,194912
283577,428428
11334,113202
88905,203224
263820,405469
237276,374829
31828,136915
260489,401458
93659,208760
289627,435546
252760,392476
159979,285451
135481,257139
289672,435596
32054,137170
164647,290855
141924,264559
211594,345200
175994,303936
305078,453457
306209,454782
155752,280544
170652,297777
65355,175801
231409,368045
230330,366795
246436,385224
4997,105847
202853,335153
32709,137908
55342,164122
92386,207277
38202,144240
39794,146084
174315,302009
27290,131715
26502,130810
74652,186572
235867,373206
227649,363689
171558,298827
144736,267828
273964,417575
196574,327929
103410,220027
275319,419059
82357,195514
241497,379647
74060,185883
49677,157505
153309,277702
181209,310009
76607,188835
150109,274015
177006,305117
180085,308693
9495,111039
135405,257048
100351,216497
257665,398175
115078,233445
26859,131216
227876,363953
244244,382702
294126,440752
32669,137861
158505,283759
41199,147698
10406,112117
157012,281991
47407,154899
223339,358680
292731,439126
34110,139521
24086,128013
228294,364435
288081,433728
82954,196209
208776,341977
209210,342484
307443,456181
257211,397649
30043,134876
217855,352408
242893,381159
70308,181557
37633,143588
76924,189193
227354,363351
166409,292918
131814,252876
153523,277946
164003,290119
219691,354507
228941,365183
56691,165700
123372,243068
101818,218213
47211,154671
273830,417386
219536,354328
170043,297077
213367,347249
7503,108749
123013,242639
13459,115690
279639,423964
261212,402334
203800,336271
86279,200133
305667,454143
56807,165832
187878,317799
239714,377578
219312,354059
143419,266296
174989,302781
153575,278003
241113,379197
51121,159195
227827,363898
2104,102474
108295,225624
236935,374434
19687,122955
77466,189818
45352,152528
159947,285416
278024,422151
221754,356884
143168,266006
256105,396345
288334,434025
88322,202543
57518,166658
134705,256242
175914,303842
149248,273037
250961,390385
128780,249375
181540,310413
185224,314706
76067,188213
92832,207788
281212,425785
33355,138643
255983,396206
249597,388791
216635,351016
140578,263005
223652,359047
120317,239509
69505,180612
72096,183614
289416,435299
173337,300870
233028,369902
225692,361416
269715,412578
79982,192718
83153,196445
306766,455414
98815,214739
32754,137962
92592,207518
162628,288528
95703,211102
275684,419463
238443,376149
206441,339285
121104,240406
140037,262383
47359,154841
151365,275457
176757,304830
18100,121113
191546,322099
293303,439798
66205,176783
246347,385090
255267,395369
227370,363367
199193,330935
195451,326634
106631,223715
211326,344893
64687,175024
122766,242335
124815,244748
52847,161209
46328,153665
154672,279287
183190,312327
210395,343811
244600,383102
182471,311488
154624,279225
253815,393695
255417,395548
56833,165862
215233,349400
252793,392511
233263,370182
237802,375436
185710,315290
147793,271362
41717,148300
86373,200240
229258,365536
292779,439178
196208,327505
101845,218241
236993,374501
111840,229752
287660,433216
138620,260746
20191,123556
78431,190928
242164,380361
97431,213117
80601,193443
286376,431671
291812,438063
30264,135126
222537,357773
297234,444360
304035,452257
94937,210240
57729,166898
26897,131261
145170,268336
270397,413389
231465,368109
161372,287077
210102,343486
6810,107942
172366,299739
159446,284835
173426,300974
88299,202518
104994,221837
74929,186897
79066,191647
252342,391978
297413,444566
216041,350323
240,100279
100857,217100
281410,426025
114510,232786
152614,276883
4192,104903
301709,449532
19246,122454
112910,230966
4869,105694
269824,412710
52797,161153
110651,228364
44841,151942
19578,122828
229404,365705
257175,397607
166699,293253
159619,285034
59589,169073
91740,206532
159961,285433
181698,310601
221493,356572
265950,408080
250085,389352
159810,285254
305057,453434
301144,448883
42009,148641
113771,231946
13834,116123
67308,178056
217834,352382
201004,332999
101716,218092
231312,367932
6263,107312
269342,412138
287346,432846
264089,405807
52306,160568
217053,351494
239645,377506
213847,347799
52652,160978
255075,395151
267424,409832
157570,282640
17205,120068
272864,416332
177463,305652
288945,434746
125953,246056
165596,291966
196224,327521
142805,265581
138384,260468
214668,348746
226235,362037
118993,237979
22052,125681
4095,104790
181956,310905
139164,261360
95564,210948
189209,319367
124365,244222
254962,395022
226285,362098
48846,156571
29444,134189
92679,207613
112818,230863
92539,207459
112269,230239
232667,369483
7523,108772
270573,413613
27422,131871
151341,275431
300527,448168
19182,122380
114271,232517
176928,305029
144557,267619
41409,147939
132222,253355
103580,220220
286437,431742
235662,372968
16428,119159
80613,193456
10527,112261
11125,112961
62817,172862
8296,109672
239206,377047
241546,379698
4232,104954
59358,168801
63356,173473
133760,255132
190365,320718
26094,130350
75049,187039
227038,362978
102049,218473
72034,183541
9429,110963
201821,333947
114390,232654
101655,218025
48938,156673
40658,147089
34094,139503
150742,274739
169954,296977
299412,446874
1405,101648
191701,322282
73676,185436
208537,341707
13304,115516
157478,282542
216457,350808
150829,274837
258594,399263
272837,416282
142590,265340
128662,249239
167513,294187
303993,452210
195636,326848
148112,271732
217663,352195
251709,391248
203654,336104
16398,119127
10800,112573
177414,305598
257869,398417
219313,354060
78556,191068
245310,383904
45416,152602
226968,362904
301362,449131
217183,351642
36060,141770
169382,296320
143963,266926
132945,254194
186753,316504
296609,443648
201512,333592
29207,133924
77344,189681
266528,408776
152529,276785
240252,378243
114153,232386
104500,221277
15631,118238
113415,231534
22559,126251
251908,391477
59946,169502
100302,216439
232535,369333
37170,143053
47872,155442
141628,264215
122549,242082
133658,255016
246073,384773
52440,160728
81475,194473
141418,263963
144180,267172
44728,151809
250562,389922
243126,381442
16316,119030
269107,411866
176582,304621
226051,361822
197647,329156
115869,234372
121664,241056
49779,157630
30006,134834
36273,142001
145737,268980
302389,450336
170480,297585
273508,417029
227207,363175
251158,390612
275400,419164
37558,143504
200457,332378
29451,134196
156558,281471
299341,446787
43087,149876
131541,252563
149881,273755
168186,294956
110380,228031
172263,299626
6151,107186
83691,197065
67801,178630
138782,260925
221327,356383
117127,235826
90364,204912
107506,224725
223644,359037
96630,212179
55136,163881
46149,153463
268346,410948
7802,109102
250684,390060
216398,350739
207093,340040
199313,331073
241995,380189
254029,393951
34737,140254
232996,369864
288290,433972
47952,155534
24213,128161
42797,149547
298634,445969
276041,419895
57232,166338
80062,192818
143009,265813
263440,405020
186480,316183
149120,272888
96032,211490
73755,185528
194053,325016
288671,434425
44633,151705
227388,363392
132736,253955
85265,198927
151145,275197
64080,174304
128923,249541
239418,377266
128627,249200
280885,425422
36183,141901
21911,125527
3451,104028
123057,242694
262949,404488
120363,239559
243117,381422
30326,135196
145824,269083
86453,200330
179661,308201
95629,211019
289749,435677
212922,346738
279383,423633
66026,176568
124269,244109
269070,411813
93869,209002
91362,206104
242123,380320
85615,199353
296296,443276
90789,205412
266872,409188
162554,288446
157244,282273
164146,290291
187880,317801
19643,122908
56097,165005
286837,432220
68021,178882
273883,417490
240493,378523
172842,300294
74614,186529
72666,184261
161967,287765
1006,101164
123851,243626
41246,147754
204602,337197
60537,170192
125295,245304
49577,157392
301135,448873
256681,397027
146628,270010
142384,265089
64558,174865
196804,328189
15873,118521
157593,282671
195013,326132
168235,295008
48663,156352
134293,255761
297696,444885
131790,252848
208902,342115
289198,435036
177385,305565
5374,106287
126391,246579
38918,145076
220720,355692
18020,121015
13633,115890
31560,136607
300061,447619
234734,371916
185474,315006
11903,113876
73943,185754
299507,446985
154348,278888
104325,221077
30459,135347
125186,245176
262780,404250
25281,129408
172553,299954
146737,270132
193977,324931
185531,315072
300281,447884
27152,131560
278353,422489
57636,166794
84908,198506
59578,169060
79414,192064
250885,390295
283693,428548
45166,152317
124045,243852
7985,109311
168459,295268
236779,374257
23798,127688
88821,203127
244098,382551
74519,186414
215878,350141
4636,105423
146408,269760
126201,246347
60151,169747
301537,449336
251590,391109
169938,296959
98765,214681
39422,145651
243905,382343
120915,240194
98945,214886
54618,163286
184309,313629
47260,154726
32692,137891
264319,406095
18741,121854
14382,116774
129750,250491
38786,144925
245908,384588
183625,312834
285423,430564
1216,101436
49369,157154
198284,329900
144758,267854
162043,287855
89728,204173
147619,271164
18544,121637
20000,123326
273246,416731
89869,204351
257564,398054
45647,152878
146313,269643
283538,428385
170902,298060
85092,198724
33428,138725
59478,168944
152987,277316
147835,271410
225547,361250
293269,439756
295677,442563
90319,204861
42598,149304
286824,432207
92234,207101
39489,145727
177030,305144
158878,284187
149204,272982
116522,235126
58496,167802
144007,266975
179883,308456
237169,374706
218509,353152
171216,298428
184186,313488
163065,289046
97276,212929
71274,182662
149715,273572
70342,181594
168422,295224
3536,104129
227991,364081
128605,249175
213986,347966
99874,215946
195701,326926
18086,121094
240844,378879
292359,438689
111329,229169
43357,150192
52246,160502
60533,170188
157591,282669
86458,200336
149014,272770
221149,356186
187988,317924
107429,224640
269379,412179
281742,426367
57836,167029
112734,230767
164771,291000
140641,263079
11196,113048
197920,329472
283547,428394
262601,404041
40328,146713
292312,438630
123478,243197
166241,292730
42974,149755
51978,160200
169453,296401
105459,222374
270861,413995
201190,333210
118640,237580
261716,402959
172395,299770
174289,301979
162701,288622
41083,147576
118297,237179
54836,163535
5315,106215
15733,118360
258189,398784
285686,430873
211828,345474
134578,256096
32993,138236
62218,172159
106009,222997
232111,368849
209088,342343
4732,105534
64316,174584
91216,205935
106018,223006
63732,173901
169989,297015
96486,212014
197432,328905
244860,383398
57786,166969
114123,232353
244813,383349
279818,424175
107188,224362
122621,242162
211078,344609
290577,436638
145239,268415
139515,261762
74953,186923
84175,197649
281681,426306
175605,303490
217853,352405
248984,388055
279218,423457
234324,371430
13809,116094
282245,426886
114511,232787
44916,152032
90531,205105
86729,200664
87263,201278
93664,208765
28198,132773
96484,212012
21949,125569
304076,452303
289588,435497
42738,149476
119569,238657
208908,342123
161427,287140
150972,275004
6651,107761
285024,430094
253625,393474
18917,122059
134844,256406
289558,435460
208675,341862
212923,346739
83213,196517
240237,378228
223503,358868
52091,160327
84556,198096
137785,259791
36002,141704
53458,161912
107359,224560
112618,230637
250714,390098
221191,356231
269270,412058
273372,416868
217721,352261
119152,238160
81028,193943
52594,160909
256454,396765
248438,387444
243944,382382
220178,355066
110214,227840
141388,263927
207160,340119
115975,234491
29116,133823
28866,133542
71311,182702
149610,273452
11832,113786
173227,300742
86899,200856
124698,244614
72981,184622
277474,421513
259314,400102
272110,415448
303457,451585
94251,209439
266714,408991
152201,276409
46080,153385
21111,124603
114311,232568
128585,249150
259122,399870
250673,390043
147199,270669
304639,452947
38130,144152
98121,213922
